Longitude,Latitude,Gravity_Anomaly,Magnetic_Anomaly
85.83635149710445,22.937270059423682,7.317266165180245,548.5961759707563
85.89834069859569,23.225357153204957,2.042187371824625,453.1820267698805
85.62523394939625,23.1159969709057,0.5726550899538019,-202.36260171138835
85.8124370498035,23.04932924209852,9.030678343058561,586.6886672183941
85.78587299157188,22.82800932022122,8.244022400609786,-233.53131752106006
85.91641518839414,22.8279972601681,1.1762063445900415,-564.7221919620615
85.95304353024063,22.7790418060841,-3.075070592074713,-513.0017483459659
85.50607838573869,23.183088072887468,9.653322021641674,-475.83143427301565
85.8370099595294,23.050557505871605,6.267209249517999,588.3065250646849
85.52591789955986,23.104036288898023,4.299499157805964,84.71526603905349
85.77442933253867,22.760292247147902,0.5278406622453251,-182.71269236747955
85.64381636452184,23.234954926081,-1.822302036773713,-470.92020096958015
85.65338829976108,23.16622132040021,-6.538230530806462,-223.74691342253013
85.67647925172618,22.85616955533914,-17.438444735415786,-947.5126893791058
85.8106462245248,22.84091248360355,12.574812791590345,-182.6478329889389
85.66702498283439,22.841702254926716,-20.297639430487532,-948.595748818058
85.86634952529513,22.90212112147977,8.389571564613194,-87.13126145067743
85.70226369278693,23.01237821581612,24.512639920811257,354.7251470605514
85.53417660015498,22.96597250932106,-5.590125905492632,-308.1507078086448
85.89187992124205,22.89561457009902,5.9451033575474606,27.269346956202742
85.64287916229635,23.05592644736119,13.873083294147452,-202.7639694203948
85.71638343979963,22.81974693032602,-10.813993495881178,-385.7324373880332
85.84272194161095,22.89607232426761,11.012648844293134,-313.96824864688654
85.66622807857435,22.933180921646844,7.012531684612386,-370.6951011691945
85.52829282807336,22.97803499210852,-6.87388603959136,-56.61060350513402
85.6869605235064,23.142587980696508,-2.4078467333747007,448.20170647989244
85.97222429134715,22.84983689107918,-7.696910761492855,-385.6896653657974
85.82086719864928,23.007117219206805,5.813051899591995,816.3685661002315
85.8357395743336,23.04620728443102,6.001936481125646,548.5597293887678
85.81614107681882,22.77322520636,4.720601901495945,-45.67641480099398
85.59949606947971,23.05377242595072,6.980135689471848,460.21894531917997
85.70916693205115,22.835262061843647,-12.559794110467164,-545.2467683751697
85.87546989918165,22.78252579649264,4.828983757538332,-305.5481247391227
85.55068644877657,23.224442768626666,2.8956848688740875,-327.22248400501803
85.63892638804485,23.232816016537278,-2.0394926032047733,-484.9124888244447
85.63815955423293,23.15419867405823,-5.096845243813809,-148.51008197093927
85.71600946379725,22.902306884586686,2.735849004364799,-179.2295163817233
85.9901843704711,22.798836057003193,-7.67575985909473,362.29158524264403
85.5337512733419,23.09211651325608,2.5773083580227087,-158.1187348414843
85.7593504971903,22.9700762468698,16.486081424927782,115.39660481194593
85.58968234100611,22.81101911742239,-9.117724496591006,-741.6780506823019
85.98533827270487,22.997588455055634,10.864442877112385,-48.9391831076928
85.55665175236373,22.76719426055761,-1.4210366374904695,-317.6329521238534
85.7018005011808,23.204660201039392,-3.755717449708648,-118.98294667403063
85.8689424924173,22.879389990800007,9.710247186050028,-474.32321113074966
85.85227721401372,23.08126114217699,8.153927722389534,1007.3586115891487
85.71136431844697,22.905855538044705,3.035067152267821,-214.68858808481218
85.67326208397635,23.010034010588907,23.47279774237648,286.76413083903196
85.69880618927644,23.02335513967164,23.922763963892805,328.60360469523545
85.63213813157932,22.842427227762762,-19.399500440502607,-1077.9196233764314
85.6026664693534,23.23479231388228,-0.5786141874448536,-289.015348062092
85.74151984877945,23.137566411680556,6.376373925736442,-64.64168807525851
85.6342668780338,23.219749470782094,-3.506976696030769,-531.5026480328369
